label,text,len
ham,excellent riley plan,0.042
ham,half hour,0.026
spam,win cup final cash collect,0.11
ham,,0.023
ham,hi,0.03
ham,ah lingo let know wot earth finish make,0.108
spam,loan purpose homeowner tenant welcome previously refuse help free text help,0.162
spam,half price orange line rental ,0.11
ham,imagine life fast u search worry disturb u,0.119
ham,good morning headache,0.037
ham,yeah night obviously catch speak soon,0.075
spam,free unlimited direct mobile free access day stop free,0.152
ham, yar e salon v boring,0.046
ham, min stop,0.051
ham,fast approaching wish u happy new year happy happy republic day happy day happy happy happy day happy day happy independence day happy friendship mother father day happy birthday happy festival happy happy happy good mornings afternoons nights wish u  raj,0.461
ham,joy wake thought care warm morning greeting,0.127
ham,half message,0.044
ham,wat time u wan meet later,0.034
ham,thank selflessness love plenty,0.072
ham,film ill later,0.03
ham,dare change ring,0.027
ham,bad girl lady,0.048
ham,love ya try budget money well babe freak know,0.09
ham,understand,0.052
ham,finish lunch u wake,0.047
ham,game,0.022
ham,get waste,0.041
ham,record night ,0.037
ham,sir send log payment portal send message explain thing home great weekend,0.173
ham,go to let know cos come holiday day come number,0.095
ham,lar depend phone father,0.069
ham,know,0.027
ham,ready inch pleasure,0.047
ham, convey birthday wish  today birthday,0.093
ham, feel like,0.032
ham,cos consider ask,0.048
ham,bother trust answer ,0.063
ham,wish family merry mas happy new year advance,0.075
ham,day crab run sea shore wave come n clear footprint crab crab ask y r u clear beautiful footprint wave reply fox follow ur footprint catch s y clear let u gud,0.295
ham,time want come,0.039
ham,  summon time wish come,0.12
ham,bill s bad,0.042
ham,let know change appendix age range impossible chill let know,0.169
ham,hello yeah get bath need hair come yeah,0.101
ham,weather,0.032
ham,  not wait wot hell m go to week slob oh wait,0.15
ham,die e toot fringe,0.04
ham,know awesome phone click delete right want,0.085
ham,,0.002
ham,awesome question cute answer ask boy ur smile answer ,0.135
ham,leave topic sorry tell,0.049
ham,send correct da,0.032
ham,happen yo date,0.029
spam,quiz flower dot compare violet tulip lily d e f chance win cash,0.152
ham,s available,0.024
ham,wake late fall asleep til,0.074
spam,service ton sexy babe hunk straight phone  subscription,0.141
ham,dear know th th birthday loving plan small gift day like participate welcome contact team detail,0.242
ham,k k tomorrow onwards start ah,0.04
ham,u talk bout early morning noon,0.066
ham,fine remember,0.025
spam,hi babe jordan r u m home abroad lonely text u chat text stop,0.147
ham, buy,0.026
ham,sound good post,0.027
spam,brand new mobile phone agent mob plus load goody text mat,0.121
ham,  not wait,0.023
ham,boy well yo ass quick,0.038
ham,ay meet sit sit,0.034
ham,wait till bus pick,0.055
ham,apart tell yesterday,0.046
ham, buy wat,0.022
ham,somebody steal ice,0.042
ham,don know recently,0.035
ham,shopping mark distract,0.053
ham,mum hope have great day hope text meet life great day ,0.112
ham,sense foot penis,0.039
ham,think expert,0.038
ham,deep sigh miss go net miss,0.129
ham,role like standing hit,0.067
ham,great trip bring light project lucky smile bye ,0.147
ham,importantly discuss u,0.061
ham,k training process,0.038
ham, ne toa return u wan send wat,0.082
ham,da car park,0.015
ham,wish hold tightly make important mean need life,0.153
ham,ask dad ,0.042
ham,book bed yen important  gud,0.155
ham,today holiday work,0.05
ham,go bath ill place key,0.052
spam,lord return king store june chance win reply stop end,0.14
ham,dear care reach u lot,0.054
ham,,0.049
ham,emigrate maybe bit hopeful,0.067
ham,print forum post guy exact prob fix replacement hopefully not ignore,0.139
ham,walk right pass right leave victor hill address,0.11
ham,yo hungry like,0.037
ham,creepy crazy,0.04
ham,din ur,0.025
ham,favor convey birthday wish forget today birthday,0.113
ham,pa,0.028
ham,friend priest,0.048
ham,u lousy run come half dead ,0.058
ham,y say bad e gal know u wat u,0.066
ham,remind,0.026
ham,hope send message rent not reserve completely go loan need hope balance way till mid march hope pay,0.297
ham,hi happy new year not mean intrude let know tuition pay semester semester thank,0.148
ham,hello way m good date guy meet far meet soon s,0.149
ham,go to month cash leave case collect week cause announce,0.154
spam,good luck draw take place good luck removal send stop customer service,0.112
ham,short cute good person,0.036
ham,decide eh,0.035
ham,wat time get,0.031
ham,yes watch worried go blow,0.07
ham,wait inside da car park,0.033
ham,uncle abbey happy new year ,0.035
ham,free pa,0.023
ham,r u say order slipper cos pay return,0.076
ham,stop know,0.024
ham,good evening roger ,0.041
ham,small problem ask,0.048
spam,free entry weekly chance win pod entry rate apply detail,0.143
ham,tell tell treat hi hi hi,0.059
ham,uncle wish guy great semester,0.053
spam, free tone u classic tone hit  ,0.139
ham,u come pick,0.019
ham,s cool like photo sexy,0.051
ham,u believe not know book  cancel need b sack,0.122
ham,well late way swing,0.053
ham, finish,0.022
spam, thank purchase video clip charge think well send video,0.156
ham,bar b q store twat orange come ask want deck get punch,0.155
ham,message food,0.025
ham,go sleep hope meet,0.039
ham,wat make people dear de happiness u feel u meet de pain u feel u miss,0.119
ham,let know detail u find cos thank,0.104
ham,right think,0.045
ham,wat r u,0.018
ham,ur lecture,0.019
spam,sexy sexy cum text m wet warm ready u fun free vat cancel text stop,0.144
ham,customer place,0.03
ham,plan go join company know happen,0.091
ham,boy love u boy gold chain boy necklace boy love u,0.156
ham,hear text,0.045
ham,tomorrow send,0.042
ham,babe bite,0.036
ham,oh s late good night u tomorrow go sleep night night,0.113
ham,u u yeah r s   j ,0.141
ham,sorry meet later,0.038
ham,yo u girl ring l,0.043
ham,yeah bad,0.029
spam,hard live chat min choose girl connect live  cheap chat big live service ,0.145
ham,tag friend count friend,0.061
spam,hear rude chat private line cum wan pic shag text pix send stop sam,0.16
ham,,0.005
ham,long time remember today,0.033
ham,not shop arrive,0.041
ham,thank well work cause feel,0.06
ham,challenge know,0.044
ham,ur casing cost,0.032
ham,mystery solve open send batch sweetie,0.087
ham,describe lucky actually awake noon,0.066
spam,time try contact u win prize claim stop ,0.151
ham,today sorry day angry misbehave hurt slap ur fault basically good,0.148
ham,cheer card time year,0.056
spam,hot live fantasy min po box croydon k,0.101
ham,people think addict wrong know addict sweet friend ,0.148
ham,ugh hopefully not randomly,0.055
ham,see huh ,0.035
ham,b pick tomorrow,0.031
ham,u come,0.038
ham,u plumber tape wrench borrow,0.059
spam,dear voucher holder claim week offer apply,0.114
ham,difficult,0.027
spam,ur go speak live operator claim cruise cash opt x,0.158
ham,not usual come ,0.055
ham,meet da ,0.03
ham,k k watch film,0.033
ham,cinema plus drink appeal thriller director like mac,0.092
ham,size elephant tablet u shove um ur ass,0.059
ham,people special sight remain special till sight maintain till life end da,0.16
ham,parent friend n colleague scream surprise wait sofa naked,0.13
ham,cos get card get salon call hair sense tot da cut ur hair,0.112
ham,good morning pie hope wake u,0.052
ham,maybe wake problem,0.065
ham,happy birthday lot,0.059
ham,person story,0.023
spam,time try contact u win pound prize claim easy min national rate,0.153
ham, go,0.041
ham,hi worry bout da truth coz truth lead ur heart s unique person like u deserve sleep tight morning,0.137
spam,ur award city break win summer shopping spree store ,0.146
ham,ur paper today e morn aft,0.035
ham,lick drop ready use mouth,0.069
ham, expect text hope go,0.068
ham,great p diddy neighbor come morning,0.068
ham,new number u use ta,0.049
ham,poke man everyday teach canada  say hi,0.096
ham,change wat time u come,0.046
ham,see shop ask,0.047
ham,curious ask,0.05
ham,work,0.028
ham, wah like will not let  term condition,0.11
ham, hopefully lose mon hip hop orchard weigh,0.097
ham,good  r u work,0.046
ham,oh yes little weather kind home,0.09
ham,home,0.013
ham,phone weird auto correct,0.041
ham,phone die know yeah like well,0.065
ham,not ask u wat meet lunch den u n meet u wan ask da ge confirm w,0.134
ham,say u mind bedroom minute se sexy mood come wid cake n wife,0.145
ham,oh yeah great time send  look know,0.131
ham,get divorce  ,0.033
ham,ur pin,0.014
ham,babe get money pick bread milk home,0.105
ham,want snow freezing windy,0.042
spam,urgent try contact draw show win prize guarantee land line claim valid ,0.158
ham,come bus stop,0.04
ham,don week go da,0.047
ham,baby promise treat bet good care,0.08
ham,like hotel dusk game think solve puzzle area thing,0.072
spam,thank order reference number mobile charge tone arrive customer service,0.157
ham,hi love go day morning wake drop cell way stair alright phew miss,0.15
ham,pain catch,0.033
ham,sorry da mistake,0.033
ham,need coz,0.032
ham,rose red red blood blood heart heart u send ur friend include u like u u r poor relation u need support u r u pray god marry try,0.281
ham,know time murder exactly,0.044
spam,chance win cash pound send cost day apply reply,0.136
spam,ur cash balance currently pound maximize ur cash send collect po box,0.142
ham,feel like dick sleep text message sup town,0.102
ham,come da way,0.034
ham,guess want time watch,0.073
ham,height read twice people spend time earn money money spend spend good morning ,0.149
ham,,0.02
ham,yes princess ,0.022
ham,text mu swing need somebody door,0.092
ham, n say de tai not reservation say wait,0.086
ham,good swimsuit allow,0.028
ham, soon good,0.04
ham,cute thought friendship necessary share secret ur close,0.09
ham,send u da late version da project,0.047
ham,good morning dear great successful day,0.066
ham,accept day beg change number,0.063
ham, hug u den hug u u r cute u r u r lucky people hate u,0.147
ham,anybody ask u,0.047
ham,funny fact teach volcano erupt arise hurricane sway teach choose wife natural disaster happen,0.151
ham,go to ring weekend wot,0.037
ham,track lighter find,0.041
ham,sorry help,0.032
ham,babe need advice,0.024
ham,leave,0.029
ham,come medical college forward da,0.05
ham,go,0.035
ham,vodka,0.038
ham,hi u ring,0.041
ham,people tour think sofa thing send curious sugar,0.118
ham,tell go get drunk,0.057
ham, message late buzz hear word,0.115
spam,congratulation thank good friend u win prize claim easy minute national rate,0.156
ham,look excuse city,0.051
ham,have coffee drive lift,0.082
ham,o shore takin bus,0.029
ham,u go to ex,0.023
ham,send mind time night,0.072
spam,want new colour phone free minute mobile free text free reply,0.173
ham,tap spile pub gas st broad st canal ,0.072
ham,come n pick u,0.033
ham,want tell short edge late,0.111
ham,east,0.034
ham,k actually guy meet right way,0.086
spam,new ,0.05
ham,moon come color dream star musical warm peaceful sleep good night,0.121
ham,finished eat got u plate leftover time,0.061
ham,lot,0.014
ham,hurry home u big butt caller u food starve ask cook,0.12
ham,right diet everyday cheat mean fatty,0.078
ham,great day beautiful,0.05
ham,happen interview,0.027
ham,solve d case man found murder afternoon wife call police question  sir sleep murder take place cook  pick vegetable maid go d post office go play  go marriage police arrest d murderer immediately  reply reason u r brilliant,0.444
ham,surely pick competition,0.079
ham,tot group mate lucky not reply wat time need leave,0.084
ham,hey get half owe,0.062
ham,hey maybe meet,0.033
ham,sam  ur number,0.068
ham,make easy pay yr pay early ,0.107
ham,worry sure,0.037
ham,gas station like block away house drive right end,0.132
spam,u know ask date service contact not guess  reveal ,0.139
spam,camera award digital camera  landline delivery day,0.105
ham,tuition  mind,0.069
ham,smoke people use smoke justify ruin,0.085
ham,dear good morning feel dear,0.038
ham,little hour pain take hope die,0.114
ham,beautiful tomorrow come come today hunt beautiful tomorrow waste wonderful today ,0.151
ham,lei decide  tot ben go n,0.08
ham,hi move pub great c u u cud come,0.08
spam,number end select receive award match quote claim code standard rate,0.157
spam,message free welcome new improve sex club service reply stop ,0.134
ham,honeybee say d d world god laugh say wait u met d person read moral god crack joke ,0.158
ham,easy,0.035
spam,u text ,0.04
ham,stop call say cancer throat hurt talk answer everyone call ,0.165
ham,tough,0.042
ham,send u chance contract ,0.153
ham,na good news inde matra true ,0.32
ham,hi finish u pick meet text number,0.093
ham,set place heart mind mind easily forget heart remember wish happy day,0.148
ham,guess right,0.05
ham,wan meet cos drive today,0.072
ham,oh ho time u use type word,0.055
ham,hi work u trouble mum morning good time night soon  u,0.158
ham,know serve mean,0.054
ham,huh park mel ah get confused e good choice den,0.113
ham,oh tron maybe ill,0.07
spam,free message activate free text message reply message word free term condition visit,0.146
ham,know girl safe selfish know get pa thank good night,0.077
ham,worry hope photo shoot go fun,0.072
ham,freeze crave ice ,0.033
ham,kay,0.032
ham,eh sorry din c ur sad lar watch u office,0.091
ham,yo m right yo work,0.022
ham, worry film stuff mate ,0.148
ham,say u mind bedroom minute se sexy mood come wid cake n wife,0.145
ham,don wake check stuff see true available space embassy send mail,0.126
ham,nope work,0.028
ham,huh fast mean u not finish paint,0.052
ham,number u live ,0.036
ham,party day week study lightly think need draw custom know,0.126
ham,sac score big set,0.047
ham,send number,0.027
ham,cost month,0.041
ham,theory test go book think coz think not free,0.129
spam,contact date service know find land line ,0.14
ham,fine know want question,0.083
ham,sorry get late start way,0.041
ham,u,0.028
ham,gas station ,0.034
ham,k u bore come home,0.039
ham,babe love cover face kiss,0.054
ham,like throw smoke friend car time awesome,0.09
ham,check da,0.035
ham, stay,0.034
ham,forget couple buck send tomorrow k love ya,0.091
ham,oh great disturb talk,0.052
ham,reverse cheat mathematic,0.045
ham,welcome catch u break,0.054
ham,problem baby good time talk call leave message,0.077
ham,sorry later,0.022
ham,oh brand,0.022
ham,sorry not right happen r wat want come ill medical insurance able deliver basic care currently shop right medical insurance til morning s major person guide right insurance,0.368
ham,time come,0.028
ham,come today tell fool like,0.082
ham,,0.055
ham,r u sure understand wine good idea slurp,0.068
ham,minimum walk day,0.029
ham,problem taxi c ing tomorrow think r go cinema,0.115
ham,brainless baby doll vehicle drive,0.067
ham,run away u walk slowly kill u care stop,0.096
spam,sorry miss let talk time ,0.078
ham,attend phone,0.025
ham,hate  not accept single message,0.104
ham,message phone hold,0.044
ham,free,0.018
ham,yo trip get postpone stock,0.047
ham,sorry later,0.022
ham,wait sir,0.031
ham,hey y reply pa,0.039
ham,hey elaine today meeting,0.04
ham,sorry go place tomorrow sorry,0.069
ham,let hug break tear,0.079
ham,tomorrow go come u  tell come tomorrow,0.117
ham,electricity go,0.038
ham,look like find smoke great job,0.065
ham,ice,0.023
ham,,0.003
ham,good love today hope good maybe interview wake miss babe passionate kiss sea,0.151
ham, wun believe wat u c e send,0.058
ham,s watch resize,0.024
ham,dear call,0.031
ham,finish miss plenty,0.033
spam,complimentary star holiday cash need urgent collection  landline lose  ,0.149
ham,mean oppose drunken night,0.054
ham,k book huh go yoga basic,0.06
spam,free bill mobile number mistake charge refund free landline,0.16
ham,,0.009
ham,mum somerset bit far soon x,0.071
ham,u overtime,0.028
ham,,0.041
ham,guess get,0.029
spam,immediately urgent message wait,0.081
ham,meeting later,0.034
ham,r u cook dinner,0.031
ham,,0.011
ham,bull plan float care world live mess day,0.129
ham,buy,0.011
spam,urgent mobile number award bonus caller prize land line valid ,0.126
ham,funny tho,0.028
ham,simple arithmetic percentage,0.047
ham,yeah leave hour sound,0.059
spam,value customer advise follow recent review mob award bonus prize,0.152
ham,thank honey great day,0.031
ham,amazing quote life difficult decide s wrong lie bring smile truth bring tear ,0.143
ham,good night dear care,0.044
ham,ask dad pick lar wan stay,0.065
ham,,0.022
ham,das cool peril u,0.084
ham,beautiful truth gravity read carefully heart feel light feel heavy leave,0.16
spam,want new colour phone free minute mobile free text free reply,0.157
ham,s come hill monster hope great day thing r go fine busy,0.12
ham,joy father   joy father u an th s question try answer,0.131
ham,ill obey,0.04
ham,not search let know,0.052
ham,need,0.034
ham,pic send,0.023
ham,remain,0.029
ham,not have test bad sick,0.048
ham,space get like,0.038
spam,life fun great come truly special will forget enjoy,0.136
spam,want new video phone network min inclusive video call week free reply,0.157
spam,value customer advise follow recent review mob award bonus prize,0.152
spam,welcome reply age gender begin m,0.064
spam,month unlimited free call activate  unlimited call help stop,0.16
spam,mobile update late orange camera video phone free save s free text weekend call text yes opt,0.157
spam,new club not fink meet b c u leave ur area reply promise carlie x call,0.16
ham,true easy,0.031
ham,sure parent work need cover story,0.086
ham, today weekend,0.034
ham, m,0.058
ham,know jack ask helpful want pretend text response,0.193
ham,brainy,0.034
ham,yeah random dude need change sheet party study safe,0.124
spam,camera award digital camera  landline delivery day,0.106
ham,occasion celebrate reflection ur value desire affection tradition ideal,0.152
ham,send greeting joy happiness evening,0.065
ham,meal u free   ,0.105
ham,win level series mean record,0.051
ham,plan,0.029
ham,good hear,0.025
ham,awesome deal gate tell night yeah,0.078
ham,time,0.03
spam,free mobile video player free movie collect text free extra film order t c apply yr,0.139
spam,save money wedding lingerie choose superb selection national delivery bring,0.153
ham,board work fine issue  come clock,0.135
ham,yes care cause know,0.044
ham,brandy rum gin beer vodka scotch wine,0.091
ham,mon good cheap n food la ex depend eat western food den u prefer,0.142
ham,sit u busy w work,0.049
ham, k oh send home sale,0.054
ham,sorry mail ,0.019
ham,ya tell incident,0.034
ham,yes outside like hour call family wake cause start,0.107
ham,ugh get class,0.024
ham,nowadays people opportunity opt ur book think atrocious ur opinion ,0.274
ham,not file bag work call tell find room,0.118
ham,need lar testing e phone card network wait sis finish bathe bathe dun disturb u u clean ur room,0.158
ham, right later,0.028
ham,friendship poem dear o dear u r near hear not fear live cheer tear u r dear gud,0.127
ham,lunch come quickly open door,0.052
spam,hear night knicker beg like u time ,0.153
ham, bit long cos accident divert brilliant weekend thank speak soon lot love,0.131
ham,k yan sat vill den hop sun cine den hop orc hip hop,0.155
spam,message center wait apply future ,0.101
ham,seek lady street freak sheet ,0.073
ham,phone,0.008
ham,figure find piece bowl,0.057
ham,actually find excuse point,0.106
spam,urgent try contact draw show win prize guarantee land line claim ,0.156
ham,finally miss cinema trip week,0.056
ham,day work,0.049
ham,dear,0.027
ham,heart love mind wisdom eye r dream life touch good night sweet dream,0.176
ham,think m wait bus inform,0.092
ham,get time soon,0.031
ham,thing quick question,0.038
ham,night end day morning come special way smile like sunny ray leave worry blue blue bay gud,0.156
ham,probably come everybody right,0.066
ham,get new year cos say want surprise not money return mid day return period end,0.18
ham,ask lot term mid,0.063
ham,sure check yahoo send photo yesterday,0.059
ham,look,0.025
ham,,0.024
spam,want new video network min text pound week reply delivery tomorrow,0.148
ham,hello love go day wish fine babe hope find job prospect miss teasing kiss,0.149
ham,tell bad character u try change add tat new year resolution wait ur reply frank good morning,0.165
ham,get go buy apartment,0.063
ham,yeah probably early,0.032
ham,change window sound,0.029
ham,check da,0.035
ham,come room,0.022
ham,huh get lesson leu n go early n tot parkin kent vale,0.105
ham,,0.003
ham,reach office mobile problem voice  free,0.126
ham,cool text head,0.031
spam,contact date service know find land line ,0.14
spam,win u currently tour  text cost text,0.161
ham,happy birthday u find ur prince charming soon n dun work hard,0.075
ham,oh grand have bit party mention cover charge probably come serve,0.121
ham,say go bed sleep,0.075
ham,hope piss d like tomorrow love,0.095
spam,bank granite issue strong buy explosive pick member symbol ,0.156
ham,say year old man money  wait check,0.114
ham,come ur home,0.026
ham,free day finish mon n,0.048
ham,food,0.025
ham,life mone pole,0.038
ham,,0.007
ham,fundamental cool life,0.036
ham,camera good doom lovely holiday safe hope good journey happy new year couple week,0.189
ham,hi m want chat coz speak u long time hope ur good nit love ya,0.125
ham,see captain party boat  yeah,0.055
ham, money base,0.038
ham,guy love,0.029
ham,staff placement training amrita college,0.046
ham,chat fact need money raise,0.062
ham,job profile like,0.032
ham,cos say t persevere find cheap advance sleep not,0.194
ham,think actually talk boss morning go place year tell car fix keep tell today hope come regret get number,0.287
ham,willing class,0.037
ham,brother family,0.042
ham,reach tell not know,0.07
ham,hey go quit soon work till end month,0.077
ham,m sorry bout t ur fault spouse u think u,0.115
ham,try mate,0.015
ham,yeah pretty good case scenario,0.049
ham,free today pick parent tonite,0.053
ham,babe far spun da mo dead da sleep da sofa day,0.092
ham,send naughty pix ,0.033
spam,winner caller prize final attempt contact claim ,0.149
spam,new eve ticket sale club day till sat night week sell fast,0.157
ham,get leave long like hour,0.087
ham,prepare pound night,0.036
ham,actually mobile m work need send send explain u later,0.134
ham,sorry later,0.022
ham,good evening ,0.026
ham,home ,0.024
ham,cos n sis get lunch today dad go eat wat,0.097
ham, good wake word morning love  love lion devour kiss sea,0.153
ham,inform application process successfully installation happen day,0.139
ham,happen dear silent tense,0.045
ham,guy want come time soon,0.069
ham,cough,0.04
ham,come n pass lar,0.03
ham,e person e survey,0.04
ham,ill try send warn sprint dead slow tomorrow,0.084
ham,thank meet,0.025
ham,th mate r u man good ill b morrow c u  random,0.14
spam,rock yr filthy film pic yr phone filth  day cancel,0.152
ham,single line big meaning ur,0.073
ham,get like later feel like,0.085
ham,dad want talk apartment get late start,0.069
ham,love,0.023
ham,u feel sick,0.025
ham,din tell u,0.024
ham,eye philosophy,0.03
spam,month call ur standard network charge activate c cost min,0.161
ham, town lei,0.028
ham,ask,0.043
ham,da go talk,0.039
spam,urgent try contact u draw show win prize guarantee land line claim po,0.156
ham,know hey great flea forum love,0.083
spam,text cost,0.068
ham,chance search hard let try,0.073
spam,auction round high bid maximum bid bid send bid good luck,0.13
ham,celebrate family,0.047
ham,know taj symbol love lesser know fact wife wife kill husband marry  die th delivery  marry sister question arise hell the great,0.322
ham,come home nice meet v chat,0.059
spam,collect valentine weekend flight hotel prize guarantee text ,0.133
ham,send de salary slip,0.042
ham,fine send greeting,0.031
spam,customer loyalty offer new mobile word start ,0.144
ham,dint touch,0.03
ham,leave right soon,0.036
spam,will believe true incredible reply g learn truly amazing thing blow mind ,0.149
ham,yeah sure leave min,0.029
ham,teach ship car,0.059
ham,sign maturity start say big thing actually start understand small thing nice evening ,0.154
ham,yeah confirm stay weekend,0.047
ham,say dun passport like send account,0.087
ham,multiply number independently count decimal point division push decimal place like show,0.126
ham,lovely night wake message hope smile know great morning,0.128
ham,,0.012
ham,right project twin,0.053
ham,send money yesterday oh,0.041
spam,hi customer loyalty offer new mobile word start t,0.142
ham,heart love mind wisdom eye r dream life touch good night sweet dream,0.176
spam,hot n horny willing live local text reply hear reply stop end,0.155
ham,ride equally uneventful pesky cyclist time night,0.099
ham,free ,0.072
ham,send wife text buy tell relax ,0.123
ham,escape go watch minute,0.069
ham,cost hire,0.039
ham,,0.017
ham,sorry later,0.022
spam,want new colour phone deliver tomorrow free minute mobile free text free reply,0.157
ham,huh not ur house hand right,0.048
ham,good morning princess happy new year,0.038
spam,congratulation won winner august prize draw   prize code,0.114
ham,head,0.03
ham,wat r u busy work,0.038
ham,know mood today,0.025
ham,jay tell,0.028
ham,cause outage conserve energy,0.046
ham,sure check happen area,0.072
ham,hey morning come pa,0.041
ham,jordan get vote,0.031
ham,mean get fine ,0.059
ham,idea,0.028
ham,come quick not bare,0.03
ham,joy father   joy father u an th s question try answer,0.131
ham, m unable cal let meet deep,0.055
ham,meet library,0.032
ham,k roommate want friend want plan bring extra tell know sure,0.138
ham,depend individual e hair dresser pretty parent look gong u wat collect,0.125
ham,c,0.013
ham,enjoy watch play football basketball outdoors ,0.081
ham,ask price range want new plus blackberry bold ,0.155
ham,sorry send blank try study,0.074
ham,hey check da list da,0.034
spam,moon need song ur mob tell ur tone charity poly charity poly zed profit charity,0.166
ham,mean apology drug night,0.084
ham,mean get place stay hustle forth audition season sister move away,0.19
ham,workout lose e fat,0.042
ham,damn poor zac stand chance,0.037
ham,message,0.038
ham,want u thing u mistake k message send,0.087
ham,yeah right bring tape measure,0.043
ham,chance search hard let try,0.073
ham,meet u work shall work tomorrow,0.065
ham,head straight,0.036
spam,official poly colour flag yer mobile tonight game text tone flag stop,0.156
ham,thank princess sexy,0.038
ham,get plenty,0.027
ham,da,0.021
ham,big difference versus,0.073
ham,cry stuff happen push edge cry sorry sorry life,0.191
ham,babe feel try cheer fit u,0.104
ham,know hook mean right,0.034
spam,customer service announcement recently try delivery unable schedule ,0.152
ham,wat da model ur phone,0.031
ham,despite fact get throw wind bandage arm minute,0.154
spam,stop club tone reply term club tone cost week ,0.128
ham,house e sky dark rain get excuse run rite,0.098
ham,sorry leave phone upstairs hectic bird fell swoop date,0.107
ham,thought,0.027
spam,real location send direct mobile join large dog network dog  ,0.155
ham,say pick later yeah set,0.059
ham,hey babe friend cancel visit,0.057
ham,request set caller press copy friend,0.136
ham,ill think forgive,0.056
ham,hope away town tonight,0.077
ham,want send virtual hug need,0.044
ham,probably go stuff,0.046
ham,issue right ill fix tomorrow,0.053
ham,come people,0.032
ham,group company,0.031
ham,oh air talent,0.055
ham,study free weekend,0.04
ham,r u wear blue shirt n black pant,0.051
ham,come min,0.039
ham,reach ur home minute,0.043
ham,great weekend,0.035
ham, sorry probably bed suck ill ,0.133
ham,s word merely relationship silent promise say   dear,0.16
ham,huh mistake,0.048
ham,ha u eat honey ar sweet,0.037
ham,turn phone tell cancer sister will stop call hurt talk  u u home love u,0.169
ham,honey sweetheart darling sexy bun sugar plum  miss smack ass gym,0.135
ham,thank love rock,0.033
ham,yeah come cause jay want drug,0.052
ham, care,0.029
ham, u boring wat,0.029
ham,come look flat away work got woman come,0.103
ham,inform save life thank,0.055
spam,win win free auction send row ,0.15
ham,s,0.024
ham,hey r finish,0.054
ham,great attract,0.043
spam,promotion number ur award city break win summer shopping spree store  ,0.177
ham,possible,0.023
ham,not pick phone right send message,0.051
ham,happen stay,0.04
ham,hello hello hi sorry take long reply leave mobile friend get  m sorry t ur b day,0.155
ham,use soc use home type word ar,0.083
ham,dad say hurry hell,0.026
ham,wake morning,0.038
ham,class like minute know,0.082
ham,great shoot big load ready,0.038
ham,meet lobby,0.026
ham,come tonight,0.025
ham,happen dear tell,0.024
ham,sir wait free,0.058
ham,have movie,0.046
ham, finish long time ago shower,0.09
ham,m sure time finish tomorrow spend evening cos love,0.128
ham,hello request transfer,0.07
ham, da,0.03
spam,winner specially select receive cash award speak live operator claim cost,0.157
ham,catch,0.044
ham,specify da domain,0.069
ham,oh ask fun care ,0.042
ham,shall pouch,0.021
ham,hey love tell look picture ache feel leg want need crave,0.158
ham,boy sweet word leave morning  go day love start,0.127
ham,kent vale wait ar,0.039
ham, good make money,0.047
ham,read gud habit nan bari,0.065
ham,want money,0.036
spam,free sub weekly week free send week stop,0.114
ham,what ur today plan,0.036
ham,town important,0.037
ham,sorry pa not pa,0.031
ham,wat u,0.018
ham,meet rite home dun feel like,0.086
ham,oh pay outstanding commercial august jump hoop pay ,0.159
ham,late tomorrow care sweet dream u bye,0.092
ham,network technical support associate,0.039
ham,go to rip uterus,0.028
ham,cool like swim pool house,0.066
spam,thank order reference number mobile charge tone arrive customer service colour,0.197
ham,yeah gang ready,0.035
ham,blank blank wat blank ,0.037
ham,movie collect car,0.038
ham,leave orchard,0.034
spam,hi ur lucky night invite wild chat chat row,0.156
ham,wat u,0.034
ham,not ya free,0.03
ham,ex,0.045
ham,search happiness d main source unhappiness accept life way come u find happiness moment u live,0.137
ham,home ,0.024
ham,guess good excuse,0.051
ham,life imagine u feel ur  u ur cell wat function  event care miss u dear loving u not live  ,0.293
ham,gud dear nice day,0.028
ham,old orchard near ,0.037
ham,burrito right,0.033
ham,s,0.032
ham,s street end library walk,0.049
ham,note call mobile ask u type  disconnect coz attempt terrorist use card n n verify,0.263
ham,stop ice cream,0.05
ham,stitch trouser,0.026
ham,da go talk,0.039
spam,,0.013
ham,hey think u wat r u,0.058
ham, bring bag,0.062
ham,name penis girl story add,0.07
ham,let know go to,0.05
ham, lip sync,0.038
ham,tell home da aft wat,0.062
ham,bit ur smile drop ur tear sorrow ur heart life heart like care u,0.152
spam,dear voucher holder claim class airport lounge pass holiday voucher book quote class x,0.147
ham,buzz hey love think hope day go sleep miss babe long moment smile,0.158
ham,sound crazy,0.045
ham,u early,0.022
ham,ya slow,0.026
spam,message center wait apply future ,0.101
ham,,0.047
ham,available work place,0.048
spam,yes place town meet exciting adult single chat ,0.109
ham,ouch wish stay bit long,0.048
ham,god ask little child give lovely reply,0.067
ham,join bus,0.03
ham,ask  maybe message send,0.11
spam,free week tone ur mob week tell ur mate tone,0.158
ham,send min,0.034
ham,smoke help work difficult time,0.065
spam,u know ask date service contact not guess  reveal ,0.137
ham,strong,0.023
ham,sir free,0.035
ham,,0.022
ham,message r u leave dear school wat r ur plan,0.096
ham,love girl office wonder smile sore,0.075
ham,hi wonder get eat lion,0.081
ham,uncle help clear car,0.037
ham,come hostel m go sleep class ,0.071
ham,bag,0.021
ham,hi speak like know satisfied experience reply toll free yes,0.126
ham, u,0.025
spam,mila blonde new look sex guy u like fun text increment ,0.158
